subscription_id,start_date,end_date,payment_date,invoice_amount,booking_amount,refund_date,refund_amount,kind
202869,2026-01-21,2027-01-21,2026-01-21,455.98,455.98,,0,Upfront
201257,2026-01-17,2027-01-17,2026-01-17,292.05,292.05,,0,Upfront
198770,2026-01-12,2027-01-12,2026-01-12,269.67,269.67,,0,Upfront
194398,2026-01-05,2027-01-05,2026-01-05,269.67,269.67,,0,Upfront
194691,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
200060,2026-01-15,2027-01-15,2026-01-15,292.05,292.05,,0,Upfront
200045,2026-01-15,2027-01-15,2026-01-15,345.53,345.53,,0,Upfront
201834,2026-01-18,2027-01-18,2026-01-18,345.53,345.53,,0,Upfront
204274,2026-01-24,2027-01-24,2026-01-24,345.53,345.53,,0,Upfront
209846,2026-02-07,2027-02-07,2026-02-07,263.57,263.57,,0,Upfront
202242,2026-01-22,2027-01-22,2026-01-22,351.64,351.64,,0,Upfront
204831,2026-01-29,2027-01-29,2026-01-29,292.05,292.05,,0,Upfront
200058,2026-01-15,2027-01-15,2026-01-15,269.67,269.67,,0,Upfront
201836,2026-01-18,2027-01-18,2026-01-18,351.64,351.64,,0,Upfront
199575,2026-01-14,2027-01-14,2026-01-14,351.64,351.64,,0,Upfront
195993,2026-01-08,2027-01-08,2026-01-08,269.67,269.67,,0,Upfront
205259,2026-01-26,2027-01-26,2026-01-26,269.67,269.67,,0,Upfront
204830,2026-01-25,2027-01-25,2026-01-25,292.05,292.05,,0,Upfront
194693,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
208287,2026-02-01,2027-02-01,2026-02-01,292.05,292.05,,0,Upfront
198731,2026-01-12,2027-01-12,2026-01-12,263.57,263.57,,0,Upfront
201835,2026-01-18,2027-01-18,2026-01-18,374.02,374.02,,0,Upfront
203744,2026-01-23,2027-01-23,2026-01-23,351.64,351.64,,0,Upfront
206009,2026-01-28,2027-01-28,2026-01-28,292.05,292.05,,0,Upfront
198766,2026-01-12,2027-01-12,2026-01-12,263.57,263.57,,0,Upfront
202235,2026-01-19,2027-01-19,2026-01-19,269.67,269.67,,0,Upfront
199576,2026-01-14,2027-01-14,2026-01-14,269.67,269.67,,0,Upfront
199113,2026-01-13,2027-01-13,2026-01-13,351.64,351.64,,0,Upfront
198049,2026-01-11,2027-01-11,2026-01-11,292.05,292.05,,0,Upfront
199108,2026-01-16,2027-01-16,2026-01-16,374.02,374.02,,0,Upfront
202538,2026-01-20,2027-01-20,2026-01-20,351.64,351.64,,0,Upfront
198767,2026-01-12,2027-01-12,2026-01-12,269.67,269.67,,0,Upfront
213888,2026-02-21,2027-02-21,2026-02-21,374.02,374.02,,0,Upfront
202540,2026-01-20,2027-01-20,2026-01-20,833.36,833.36,,0,Upfront
201832,2026-01-18,2027-01-18,2026-01-18,351.64,351.64,,0,Upfront
209474,2026-02-05,2027-02-05,2026-02-05,374.02,374.02,,0,Upfront
200053,2026-01-16,2027-01-16,2026-01-16,269.67,269.67,,0,Upfront
205278,2026-01-26,2027-01-26,2026-01-26,374.02,374.02,,0,Upfront
203741,2026-01-23,2027-01-23,2026-01-23,292.05,292.05,,0,Upfront
199116,2026-01-13,2027-01-13,2026-01-13,374.02,374.02,,0,Upfront
208662,2026-02-02,2027-02-02,2026-02-02,292.05,292.05,,0,Upfront
208663,2026-02-02,2027-02-02,2026-02-02,345.53,345.53,,0,Upfront
200059,2026-01-15,2027-01-15,2026-01-15,374.02,374.02,,0,Upfront
206958,2026-01-30,2027-01-30,2026-01-30,263.57,263.57,,0,Upfront
203740,2026-01-23,2027-01-23,2026-01-23,269.67,269.67,,0,Upfront
203743,2026-01-23,2027-01-23,2026-01-23,351.64,351.64,,0,Upfront
203745,2026-01-23,2027-01-23,2026-01-23,374.02,374.02,,0,Upfront
204280,2026-01-24,2027-01-24,2026-01-24,269.67,269.67,,0,Upfront
204828,2026-01-25,2027-01-25,2026-01-25,292.05,292.05,,0,Upfront
211279,2026-02-10,2027-02-10,2026-02-10,292.05,292.05,,0,Upfront
208889,2026-02-03,2027-02-03,2026-02-03,292.05,292.05,,0,Upfront
209465,2026-02-05,2027-02-05,2026-02-05,263.57,263.57,,0,Upfront
211866,2026-02-12,2027-02-12,2026-02-12,292.05,292.05,,0,Upfront
216067,2026-02-26,2027-02-26,2026-02-26,292.05,292.05,,0,Upfront
213162,2026-02-16,2027-02-16,2026-02-16,292.05,292.05,,0,Upfront
211280,2026-02-10,2027-02-10,2026-02-10,292.05,292.05,,0,Upfront
204820,2026-01-25,2027-01-25,2026-01-25,263.57,263.57,,0,Upfront
202539,2026-01-20,2027-01-20,2026-01-20,292.05,292.05,,0,Upfront
203739,2026-01-23,2027-01-23,2026-01-23,263.57,263.57,,0,Upfront
206963,2026-01-30,2027-01-30,2026-01-30,269.67,269.67,,0,Upfront
203742,2026-01-23,2027-01-23,2026-01-23,292.05,292.05,,0,Upfront
207698,2026-01-31,2027-01-31,2026-01-31,292.05,292.05,,0,Upfront
207701,2026-01-31,2027-01-31,2026-01-31,269.67,269.67,,0,Upfront
207702,2026-01-31,2027-01-31,2026-01-31,292.05,292.05,,0,Upfront
210238,2026-02-08,2027-02-08,2026-02-08,292.05,292.05,,0,Upfront
204829,2026-01-25,2027-01-25,2026-01-25,345.53,345.53,,0,Upfront
206008,2026-01-28,2027-01-28,2026-01-28,292.05,292.05,,0,Upfront
206010,2026-01-28,2027-01-28,2026-01-28,269.67,269.67,,0,Upfront
208901,2026-02-03,2027-02-03,2026-02-03,351.64,351.64,,0,Upfront
206436,2026-01-29,2027-01-29,2026-01-29,269.67,269.67,,0,Upfront
212885,2026-02-15,2027-02-15,2026-02-15,374.02,374.02,,0,Upfront
208881,2026-02-03,2027-02-03,2026-02-03,269.67,269.67,,0,Upfront
205604,2026-01-27,2027-01-27,2026-01-27,269.67,269.67,,0,Upfront
143013,2026-01-15,2027-01-15,2026-01-15,269.67,269.67,,0,Upfront
213606,2026-02-19,2027-02-19,2026-02-19,374.02,374.02,,0,Upfront
205279,2026-01-26,2027-01-26,2026-01-26,269.67,269.67,,0,Upfront
208902,2026-02-03,2027-02-03,2026-02-03,292.05,292.05,,0,Upfront
208903,2026-02-03,2027-02-03,2026-02-03,374.02,374.02,,0,Upfront
209159,2026-02-04,2027-02-04,2026-02-04,292.05,292.05,,0,Upfront
206007,2026-01-28,2027-01-28,2026-01-28,351.64,351.64,,0,Upfront
205603,2026-01-27,2027-01-27,2026-01-27,1164,1164,,0,Upfront
211277,2026-02-10,2027-02-10,2026-02-10,269.67,269.67,,0,Upfront
206437,2026-01-29,2027-01-29,2026-01-29,263.57,263.57,,0,Upfront
211278,2026-02-10,2027-02-10,2026-02-10,292.05,292.05,,0,Upfront
202252,2026-01-19,2027-01-19,2026-01-19,269.67,269.67,,0,Upfront
215789,2026-02-25,2027-02-25,2026-02-25,292.05,292.05,,0,Upfront
213596,2026-02-18,2027-02-18,2026-02-18,269.67,269.67,,0,Upfront
211877,2026-02-13,2027-02-13,2026-02-13,269.67,269.67,,0,Upfront
197585,2026-01-10,2027-01-10,2026-01-10,433.61,433.61,,0,Upfront
211276,2026-02-10,2027-02-10,2026-02-10,292.05,292.05,,0,Upfront
215288,2026-02-23,2027-02-23,2026-02-23,269.67,269.67,,0,Upfront
193646,2026-01-04,2027-01-04,2026-01-04,339.02,339.02,,0,Upfront
209473,2026-02-05,2027-02-05,2026-02-05,351.64,351.64,,0,Upfront
213351,2026-02-17,2027-02-17,2026-02-17,351.64,351.64,,0,Upfront
215523,2026-02-24,2027-02-24,2026-02-24,292.05,292.05,,0,Upfront
210260,2026-02-07,2027-02-07,2026-02-07,292.05,292.05,,0,Upfront
216855,2026-02-28,2027-02-28,2026-02-28,292.05,292.05,,0,Upfront
213160,2026-02-16,2027-02-16,2026-02-16,269.67,269.67,,0,Upfront
216089,2026-02-26,2027-02-26,2026-02-26,292.05,292.05,,0,Upfront
212207,2026-02-17,2027-02-17,2026-02-17,374.02,374.02,,0,Upfront
215515,2026-02-24,2027-02-24,2026-02-24,292.05,292.05,,0,Upfront
213350,2026-02-17,2027-02-17,2026-02-17,292.05,292.05,,0,Upfront
213881,2026-02-21,2027-02-21,2026-02-21,374.02,374.02,,0,Upfront
193052,2026-01-06,2027-01-06,2026-01-06,269.67,269.67,,0,Upfront
215519,2026-02-24,2027-02-24,2026-02-24,351.64,351.64,2026-02-26,351.64,Upfront
215520,2026-02-24,2027-02-24,2026-02-24,345.53,345.53,,0,Upfront
216422,2026-02-28,2027-02-28,2026-02-28,374.02,374.02,,0,Upfront
208154,2026-02-18,2027-02-18,2026-02-18,269.67,269.67,,0,Upfront
213882,2026-02-19,2027-02-19,2026-02-19,351.64,351.64,,0,Upfront
216091,2026-02-26,2027-02-26,2026-02-26,269.67,269.67,,0,Upfront
213605,2026-02-18,2027-02-18,2026-02-18,351.64,351.64,,0,Upfront
199394,2026-01-13,2026-02-14,2026-01-13,35.16,421.92,2026-02-13,35.16,Monthly
213889,2026-02-19,2027-02-19,2026-02-19,1033.36,1033.36,,0,Upfront
216086,2026-02-26,2027-02-26,2026-02-26,292.05,292.05,,0,Upfront
195998,2026-01-08,2027-01-08,2026-01-08,351.64,351.64,,0,Upfront
215521,2026-02-24,2027-02-24,2026-02-24,455.98,455.98,,0,Upfront
215522,2026-02-24,2027-02-24,2026-02-24,269.67,269.67,,0,Upfront
216092,2026-02-26,2027-02-26,2026-02-26,269.67,269.67,,0,Upfront
215524,2026-02-24,2027-02-24,2026-02-24,263.57,263.57,,0,Upfront
216090,2026-02-26,2027-02-26,2026-02-26,263.57,263.57,,0,Upfront
193718,2026-01-04,2027-01-04,2026-01-04,263.57,263.57,,0,Upfront
206882,2026-01-29,2027-01-29,2026-01-29,70.32,421.92,,0,Monthly
209471,2026-02-05,2027-02-05,2026-02-05,351.64,351.64,,0,Upfront
196049,2026-01-08,2027-01-08,2026-01-08,351.64,351.64,,0,Upfront
201881,2026-01-18,2027-01-18,2026-01-18,433.61,433.61,,0,Upfront
199376,2026-01-13,2027-01-13,2026-01-13,269.67,269.67,,0,Upfront
200056,2026-01-15,2027-01-15,2026-01-15,420.98,420.98,2026-01-23,420.98,Upfront
209855,2026-02-06,2027-02-06,2026-02-06,351.64,351.64,,0,Upfront
200928,2026-01-16,2027-01-16,2026-01-16,433.61,433.61,,0,Upfront
192763,2026-01-03,2027-01-03,2026-01-03,269.67,269.67,,0,Upfront
202978,2026-01-21,2027-01-21,2026-01-21,351.64,351.64,,0,Upfront
200509,2026-01-15,2027-01-15,2026-01-15,420.98,420.98,,0,Upfront
210592,2026-02-07,2027-02-07,2026-02-07,269.67,269.67,,0,Upfront
200591,2026-01-16,2027-01-16,2026-01-16,228.69,228.69,,0,Upfront
196074,2026-01-08,2027-01-08,2026-01-08,433.61,433.61,,0,Upfront
195962,2026-01-08,2027-01-08,2026-01-08,351.64,351.64,,0,Upfront
217285,2026-02-28,2027-02-28,2026-02-28,0,0,,0,Upfront
202857,2026-01-21,2027-01-21,2026-01-21,269.67,269.67,,0,Upfront
205586,2026-01-27,2027-01-27,2026-01-27,269.67,269.67,,0,Upfront
204854,2026-01-25,2027-01-25,2026-01-25,351.64,351.64,,0,Upfront
212895,2026-02-15,2027-02-15,2026-02-15,833.36,833.36,,0,Upfront
208277,2026-02-02,2027-02-02,2026-02-02,269.67,269.67,,0,Upfront
213688,2026-02-19,2027-02-19,2026-02-19,433.61,433.61,,0,Upfront
194690,2026-01-06,2027-01-06,2026-01-06,263.57,263.57,,0,Upfront
195955,2026-01-08,2027-01-08,2026-01-08,269.67,269.67,,0,Upfront
201793,2026-01-18,2027-01-18,2026-01-18,269.67,269.67,,0,Upfront
194652,2026-01-06,2027-01-06,2026-01-06,345.53,345.53,,0,Upfront
194402,2026-01-06,2027-01-06,2026-01-06,351.64,351.64,,0,Upfront
202278,2026-01-19,2027-01-19,2026-01-19,351.64,351.64,,0,Upfront
198080,2026-01-13,2027-01-13,2026-01-13,228.69,228.69,,0,Upfront
215023,2026-02-22,2027-02-22,2026-02-22,345.53,345.53,,0,Upfront
209145,2026-02-06,2027-02-06,2026-02-06,339.02,339.02,,0,Upfront
199547,2026-01-14,2027-01-14,2026-01-14,351.64,351.64,,0,Upfront
202279,2026-01-19,2027-01-19,2026-01-19,433.61,433.61,,0,Upfront
211766,2026-02-11,2027-02-11,2026-02-11,228.69,228.69,2026-03-05,228.69,Upfront
201230,2026-01-17,2027-01-17,2026-01-17,420.98,420.98,,0,Upfront
214211,2026-02-26,2027-02-26,2026-02-26,351.64,351.64,,0,Upfront
204426,2026-01-24,2027-01-24,2026-01-24,351.64,351.64,,0,Upfront
216411,2026-02-27,2027-02-27,2026-02-27,351.64,351.64,,0,Upfront
193726,2026-01-04,2027-01-04,2026-01-04,351.64,351.64,,0,Upfront
196722,2026-01-09,2027-01-09,2026-01-09,351.64,351.64,,0,Upfront
213886,2026-02-20,2027-02-20,2026-02-20,351.64,351.64,,0,Upfront
195206,2026-01-24,2027-01-24,2026-01-24,1033.36,1033.36,,0,Upfront
199114,2026-01-13,2027-01-13,2026-01-13,1033.36,1033.36,,0,Upfront
202238,2026-01-19,2027-01-19,2026-01-19,792.38,792.38,,0,Upfront
211025,2026-02-09,2027-02-09,2026-02-09,420.98,420.98,,0,Upfront
198127,2026-01-11,2027-01-11,2026-01-11,833.36,833.36,,0,Upfront
202534,2026-01-21,2027-01-21,2026-01-21,433.61,433.61,,0,Upfront
208661,2026-02-02,2027-02-02,2026-02-02,433.61,433.61,,0,Upfront
208673,2026-02-02,2027-02-02,2026-02-02,351.64,351.64,,0,Upfront
203736,2026-01-23,2027-01-23,2026-01-23,351.64,351.64,,0,Upfront
194699,2026-01-08,2027-01-08,2026-01-08,269.67,269.67,2026-02-25,13.02,Upfront
193707,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
209826,2026-02-06,2027-02-06,2026-02-06,351.64,351.64,,0,Upfront
210661,2026-02-08,2027-02-08,2026-02-08,269.67,269.67,,0,Upfront
194688,2026-01-06,2027-01-06,2026-01-06,257.05,257.05,,0,Upfront
192764,2026-01-03,2027-01-03,2026-01-03,351.64,351.64,,0,Upfront
211526,2026-02-11,2027-02-11,2026-02-11,351.64,351.64,,0,Upfront
204827,2026-01-25,2027-01-25,2026-01-25,351.64,351.64,,0,Upfront
194689,2026-01-06,2027-01-06,2026-01-06,433.61,433.61,,0,Upfront
198164,2026-01-11,2027-01-11,2026-01-11,269.67,269.67,,0,Upfront
202241,2026-01-20,2027-01-20,2026-01-20,345.53,345.53,,0,Upfront
195036,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
214210,2026-02-20,2027-02-20,2026-02-20,351.64,351.64,,0,Upfront
185513,2026-01-08,2027-01-08,2026-01-08,269.67,269.67,,0,Upfront
198170,2026-01-11,2027-01-11,2026-01-11,351.64,351.64,,0,Upfront
209164,2026-02-04,2027-02-04,2026-02-04,351.64,351.64,,0,Upfront
198756,2026-01-12,2027-01-12,2026-01-12,351.64,351.64,,0,Upfront
199262,2026-01-13,2027-01-13,2026-01-13,433.61,433.61,,0,Upfront
206021,2026-01-28,2027-01-28,2026-01-28,269.67,269.67,,0,Upfront
213887,2026-02-19,2027-02-19,2026-02-19,433.61,433.61,,0,Upfront
206424,2026-01-30,2027-01-30,2026-01-30,833.36,833.36,,0,Upfront
201844,2026-01-18,2027-01-18,2026-01-18,351.64,351.64,,0,Upfront
212191,2026-02-13,2027-02-13,2026-02-13,269.67,269.67,,0,Upfront
199112,2026-01-13,2027-01-13,2026-01-13,351.64,351.64,,0,Upfront
195029,2026-01-07,2027-01-07,2026-01-07,433.61,433.61,,0,Upfront
203304,2026-01-22,2027-01-22,2026-01-22,351.64,351.64,,0,Upfront
202277,2026-01-19,2027-01-19,2026-01-19,269.67,269.67,,0,Upfront
195237,2026-01-07,2027-01-07,2026-01-07,374.02,374.02,,0,Upfront
205276,2026-01-26,2027-01-26,2026-01-26,269.67,269.67,,0,Upfront
205594,2026-01-27,2027-01-27,2026-01-27,257.05,257.05,,0,Upfront
195982,2026-01-08,2027-01-08,2026-01-08,269.67,269.67,,0,Upfront
202280,2026-01-19,2027-01-19,2026-01-19,433.61,433.61,,0,Upfront
195999,2026-01-08,2027-01-08,2026-01-08,269.67,269.67,,0,Upfront
203295,2026-01-22,2027-01-22,2026-01-22,339.02,339.02,,0,Upfront
194125,2026-01-04,2027-01-04,2026-01-04,427.5,427.5,,0,Upfront
200057,2026-01-15,2027-01-15,2026-01-15,269.67,269.67,,0,Upfront
201749,2026-01-17,2027-01-17,2026-01-17,351.64,351.64,,0,Upfront
210259,2026-02-07,2027-02-07,2026-02-07,269.67,269.67,,0,Upfront
198138,2026-01-30,2027-01-30,2026-01-30,269.67,269.67,,0,Upfront
204819,2026-01-25,2027-01-25,2026-01-25,351.64,351.64,,0,Upfront
201833,2026-01-18,2027-01-18,2026-01-18,269.67,269.67,,0,Upfront
216087,2026-02-26,2027-02-26,2026-02-26,263.57,263.57,,0,Upfront
205260,2026-01-26,2027-01-26,2026-01-26,269.67,269.67,,0,Upfront
202876,2026-01-22,2027-01-22,2026-01-22,269.67,269.67,,0,Upfront
201542,2026-01-17,2027-01-17,2026-01-17,433.61,433.61,,0,Upfront
211040,2026-02-09,2027-02-09,2026-02-09,1033.36,1033.36,2026-02-12,1033.36,Upfront
213349,2026-02-20,2027-02-20,2026-02-20,351.64,351.64,,0,Upfront
205593,2026-01-27,2027-01-27,2026-01-27,269.67,269.67,,0,Upfront
199088,2026-01-13,2027-01-13,2026-01-13,351.64,351.64,2026-01-16,81.97,Upfront
207685,2026-01-31,2027-01-31,2026-01-31,269.67,269.67,,0,Upfront
199584,2026-01-14,2027-01-14,2026-01-14,433.61,433.61,,0,Upfront
210257,2026-02-07,2027-02-07,2026-02-07,269.67,269.67,,0,Upfront
202552,2026-01-20,2027-01-20,2026-01-20,269.67,269.67,,0,Upfront
207687,2026-02-02,2027-02-02,2026-02-02,351.64,351.64,,0,Upfront
202868,2026-01-21,2027-01-21,2026-01-21,269.67,269.67,,0,Upfront
213878,2026-02-19,2027-02-19,2026-02-19,351.64,351.64,,0,Upfront
204279,2026-01-25,2027-01-25,2026-01-25,351.64,351.64,,0,Upfront
204269,2026-01-24,2027-01-24,2026-01-24,269.67,269.67,,0,Upfront
205277,2026-01-26,2027-01-26,2026-01-26,269.67,269.67,,0,Upfront
213897,2026-02-19,2027-02-19,2026-02-19,269.67,269.67,,0,Upfront
206435,2026-01-29,2027-01-29,2026-01-29,269.67,269.67,,0,Upfront
206962,2026-01-30,2027-01-30,2026-01-30,269.67,269.67,,0,Upfront
206001,2026-01-28,2027-01-28,2026-01-28,269.67,269.67,,0,Upfront
216854,2026-02-28,2027-02-28,2026-02-28,351.64,351.64,,0,Upfront
208262,2026-02-13,2027-02-13,2026-02-13,351.64,351.64,,0,Upfront
196720,2026-01-09,2027-01-09,2026-01-09,269.67,269.67,,0,Upfront
209158,2026-02-04,2027-02-04,2026-02-04,269.67,269.67,,0,Upfront
207686,2026-01-31,2027-01-31,2026-01-31,269.67,269.67,,0,Upfront
204261,2026-01-24,2027-01-24,2026-01-24,269.67,269.67,,0,Upfront
201299,2026-01-17,2027-01-17,2026-01-17,269.67,269.67,,0,Upfront
213612,2026-02-25,2027-02-25,2026-02-25,351.64,351.64,,0,Upfront
205990,2026-01-28,2027-01-28,2026-01-28,269.67,269.67,,0,Upfront
211542,2026-02-11,2027-02-11,2026-02-11,269.67,269.67,,0,Upfront
212529,2026-02-14,2027-02-14,2026-02-14,351.64,351.64,,0,Upfront
213613,2026-02-18,2027-02-18,2026-02-18,292.05,292.05,,0,Upfront
208647,2026-02-02,2027-02-02,2026-02-02,269.67,269.67,,0,Upfront
205585,2026-01-27,2027-01-27,2026-01-27,263.57,263.57,,0,Upfront
209480,2026-02-05,2027-02-05,2026-02-05,269.67,269.67,,0,Upfront
199134,2026-01-13,2027-01-13,2026-01-13,269.67,269.67,,0,Upfront
213174,2026-02-16,2027-02-16,2026-02-16,351.64,351.64,,0,Upfront
211038,2026-02-09,2027-02-09,2026-02-09,351.64,351.64,,0,Upfront
206956,2026-01-30,2027-01-30,2026-01-30,351.64,351.64,,0,Upfront
215025,2026-02-22,2027-02-22,2026-02-22,269.67,269.67,,0,Upfront
211857,2026-02-12,2027-02-12,2026-02-12,351.64,351.64,,0,Upfront
213602,2026-02-18,2027-02-18,2026-02-18,455.98,455.98,,0,Upfront
208672,2026-02-02,2027-02-02,2026-02-02,433.61,433.61,,0,Upfront
209472,2026-02-05,2027-02-05,2026-02-05,269.67,269.67,,0,Upfront
215027,2026-02-22,2027-02-22,2026-02-22,269.67,269.67,,0,Upfront
216415,2026-02-27,2027-02-27,2026-02-27,433.61,433.61,,0,Upfront
211039,2026-02-09,2027-02-09,2026-02-09,433.61,433.61,,0,Upfront
202533,2026-01-20,2027-01-20,2026-01-20,351.64,351.64,,0,Upfront
211549,2026-02-11,2027-02-11,2026-02-11,351.64,351.64,,0,Upfront
215024,2026-02-22,2027-02-22,2026-02-22,420.98,420.98,,0,Upfront
211302,2026-02-10,2027-02-10,2026-02-10,351.64,351.64,,0,Upfront
213166,2026-02-16,2027-02-16,2026-02-16,351.64,351.64,,0,Upfront
213348,2026-02-17,2027-02-17,2026-02-17,269.67,269.67,,0,Upfront
211878,2026-02-12,2027-02-12,2026-02-12,269.67,269.67,,0,Upfront
211560,2026-02-11,2027-02-11,2026-02-11,351.64,351.64,,0,Upfront
213898,2026-02-19,2027-02-19,2026-02-19,351.64,351.64,,0,Upfront
214196,2026-02-20,2027-02-20,2026-02-20,263.57,263.57,,0,Upfront
215545,2026-02-24,2027-02-24,2026-02-24,351.64,351.64,,0,Upfront
215777,2026-02-25,2027-02-25,2026-02-25,351.64,351.64,,0,Upfront
215544,2026-02-24,2027-02-24,2026-02-24,292.05,292.05,,0,Upfront
215518,2026-02-24,2027-02-24,2026-02-24,263.57,263.57,,0,Upfront
185740,2026-01-20,2027-01-20,2026-01-20,269.67,269.67,,0,Upfront
215546,2026-02-24,2027-02-24,2026-02-24,257.05,257.05,,0,Upfront
201884,2026-01-18,2027-01-18,2026-01-18,345.53,345.53,,0,Upfront
216865,2026-02-28,2027-02-28,2026-02-28,269.67,269.67,,0,Upfront
200635,2026-01-16,2027-01-16,2026-01-16,345.53,345.53,,0,Upfront
193645,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
205601,2026-01-27,2027-01-27,2026-01-27,269.67,269.67,,0,Upfront
196068,2026-01-08,2027-01-08,2026-01-08,339.02,339.02,,0,Upfront
196742,2026-01-09,2027-01-09,2026-01-09,257.05,257.05,,0,Upfront
211862,2026-02-12,2027-02-12,2026-02-12,351.64,351.64,,0,Upfront
192798,2026-01-03,2027-01-03,2026-01-03,433.61,433.61,,0,Upfront
200761,2026-01-16,2027-01-16,2026-01-16,351.64,351.64,,0,Upfront
201557,2026-01-17,2027-01-17,2026-01-17,269.67,269.67,,0,Upfront
193687,2026-01-04,2027-01-04,2026-01-04,269.67,269.67,,0,Upfront
201822,2026-01-22,2027-01-22,2026-01-22,351.64,351.64,,0,Upfront
196716,2026-01-09,2027-01-09,2026-01-09,345.53,345.53,,0,Upfront
196345,2026-01-08,2027-01-08,2026-01-08,420.98,420.98,,0,Upfront
195051,2026-01-07,2027-01-07,2026-01-07,351.64,351.64,,0,Upfront
198040,2026-01-10,2027-01-10,2026-01-10,146.72,146.72,,0,Upfront
201265,2026-01-17,2027-01-17,2026-01-17,433.61,433.61,,0,Upfront
194844,2026-01-06,2027-01-06,2026-01-06,345.53,345.53,,0,Upfront
187405,2026-02-08,2027-02-08,2026-02-08,269.67,269.67,2026-02-11,269.67,Upfront
197455,2026-01-10,2027-01-10,2026-01-10,433.61,433.61,,0,Upfront
196539,2026-01-09,2027-01-09,2026-01-09,420.98,420.98,,0,Upfront
182979,2026-01-21,2027-01-21,2026-01-21,269.67,269.67,,0,Upfront
